"RelativePath","TopLevelFolder","Directory","FileName","Extension","SizeBytes","SizeKiB","LastWriteTimeUtc","FileAgeDays","IsText","IsBinary","LineCount","NonEmptyLineCount","CharCount","AvgLineLength","MaxLineLength"
".githooks/pre-commit",".githooks",".githooks","pre-commit","[no-ext]","43","0.042","2026-03-29T00:58:25.3775632Z","6.125","True","False","1","1","41","41","41"
".githooks/README.md",".githooks",".githooks","README.md",".md","611","0.597","2026-04-01T15:27:59.2365897Z","2.522","True","False","28","19","553","19.75","71"
